img_path,text,str_len
/content/Receipts/1107-receipt.jpg,"MIKUNI JAPANESE
4323
Hazel Avenue
Fair
Oaks, CA
95628
(916) 961-2112
1070 David 0
Tbl 42/1
Chk 3905
Gst
2
Jul16'17 08:15PM
1 Mojito Pitcher Original w/
18.00
2 Glass
1 Brussel Sprouts
6.50
- Pepperfin
14.50
1 Spicy Drm 1 Red
14.50
Aerojet
1 A Fay
14.95
17.95
2 Chu Toro
19.00
1 Daikon Hamachi
14.50
- Garlic Salmon
14.00
Subtotal
133.90
Tax
10.38
Total Due
144.28",31
/content/Receipts/1108-receipt.jpg,"30 Mongo BBQ
6661 Stanford Ranch Rd.
Rocklin, CA 95677
916-632-8828
Receipt:
nonco-042441
Date:
Jan 28, 2018 5:48:07 PM
Served by:
Manager
Iten
Price Qty
Value
BBQ Dinner
$10.99
x4
$47.15
beverage
$2.29
x2
$4.91
Items count:
Subtotal:
$48.54
CA Tax 7.25%:
$3.52
Total
$52.06
Cash
Tendered:
$52.06
Change:
$0.00",18
/content/Receipts/1109-receipt.jpg,"Breadfish Cafe
Haolei848 Hampurton, Bod
Heights, CA 91745
Tel:(626)937-6555
Table: A2 Guests: 2
Server: linda
Dine In#:137
Date: 06/14/2017 18:38:46
SQ# 10038
[1] #4 56%4
$4.39
(** , mild)
Fopcom Chicken
(Spicy , mild
[1]‡% pl t
$6.75
Eraisec Beef flee/Noodle
[1]X4 44 Pm 61
$6.25
Cold Noodle With Chicken
[1]4 N
$7.95
Beef Noodles
Amount: $25.34
Tax Rate: (9.00%): $2.28
Sub-Total: $27.62
-----TIP GUIDE-----
15% = $3.80
18% = $4.56
20% = $5.07
Thank You Very Muchl",48
/content/Receipts/1110-receipt.jpg,"Chelokababi
S 1236 S Wolfe Rd
Aug 18, 2018
Sunnyvale, CA 94086
6:35 PM
(408) 737-1222
Server
chelokababi.com
Ticket: D2
FOR HERE
Koobideh × 7
$115.50
($16.50 each)
Well Done
Very well done
Nan-O-Sabzi
$8.95
18% Gratuity
Thanks:)
$22.40
Subtotal
$146.85
Sales Tax
$13.22
Total
$160.07
Merci!
Thank you very much!",24
/content/Receipts/1111-receipt.jpg,"Place Your
Card Here
COMMANDER'S PALACE
1427 WASHINGTON AVE., NEW ORLEANS, LA.
0009 Table 522 #Party 2
LAURA D
1 25/ CP.
SvrCk:
up
11:23a 03/12/19
Fr 25/COSMO, up
SOUP DJ
0.25
1 TURTLE
0.25
1 CATFISH
0.00
1 TOSTADA
0.00
22.00
1 25/GIN, up
18.00
1 25/ RAY, up
0.25
1 SOUFFLE/ALA
0.25
9.50
Sub Total:
50.50
03/12 12:31pTOTAL:
Tax:
5.45
55.95
Thank You
Now streaming on NETFLIX!
Ella Brennan: Commanding the Table
Ask your server for details.",43
/content/Receipts/1112-receipt.jpg,"COLUMBUS RESTAURANT
736 OCEAN DRIVE
MIAMI BEACH, FL 33139
TEL: 786-275-6944
TABLE
5 GUESTS
91
Gust avo
2 FBD BLUE MARGARI
1 CHEESE BURGER
55.00 110.00 1
14.501
1 CHICKEN MARSALA
18.50 1
TAX and SERVICE Detail
TF ARTICLES
Tax
Tot al
SALES TAX 77.
143.00
10.01
153.01
RESORT TAX27.
SERVICE207
2.86
28.60
TOTAL
184.47
SATURDAY 01-27-2018 03:59PM
Key 12-Waitr: 12-POS
CA
1-BILL
FOOD:
PLEASE RATE US SO WE CAN BETTER/ SEAVE
1 2 m 4
6
SERVICE:
1 2 3 4
6
8 9 10
AMBIANCE:
1 2
NAME:
6 7-8 Go co ese",52
/content/Receipts/1113-receipt.jpg,"Golden Panda
Buffet
14428 Ramona Blvd. #70
Baldwin Park, CA 91706
Tel: 626-337-5666
Station:
6/02/2018 04:18:31 PM
Cashier: 010
Invoice #68554
T# hot food
Adult Dinner
2
23.98
Soda
2
3.38
Subtotal
27.36
Tax
2.60
Grand Total
29.96
Amount Tendered
29.96
Debit Card sale
29.96
Thank you very much.
Order # 152",25
/content/Receipts/1114-receipt.jpg,"laYource
19,
Amid loPing tint
Cafese.
12-00-2015
NOTE
PERRIER
COCA-CO
54
JUS ORANGE
$5.80
.40 $5.40
TOTAL EURO
HaT. TVA, 10%
*17.00
DONT. TVA. 10%
•15.45
TOTAL TIC 10%
$17.00
Tel: 01.46.26.44.81
PRIX NET
MERCI DE VOTRE VISITE",17
/content/Receipts/1115-receipt.jpg,"Rosebud
on
Rush
720 North Rush Street
Chicago, IL
Date:
312-266-6444
Card Type:
Jul15'17 04:07PM
Visa
Acct #:
XXXXXXXXXXXX3426
Card Entry:
SWIPED
Trans Type: PURCHASE
Trans Key:
GIG005625257729
Auth Code:
190275
Check:
1738
Table:
81/1
Server:
226 Chelsea
Subtotal:
79.17
TIP
TOTAL
SIGNATURE
THIS IS ROSEBUD'S COPY
AMERICAN
Thank
You!
EXPRESS",17
/content/Receipts/1116-receipt.jpg,"Villaggio
GRILLE
Villaggio Grille
4780 Wharf Parkway
Orange Beach, AL 36561
PHONE: 251-224-6510
Order 9862 06/08/19 11:45 AM
Table 14 Cust 3 Server 156 JAMIE
P-VILLAGIO BREEZE
ED S S 00 eaST
0.01
3.00
14.00
- KID PEPERONI PIZZA
7.00
KID ALFREDO
7.00
Sub-total:
31.01
Tax:
3.11
Total
Due : 34.12",29
/content/Receipts/1117-receipt.jpg,"KOBE JAPANESE
STEAK
69838 HIGHWAY 111
RANCHO MIRAGE, CA. 92270-2837
760-324-1717
Server
ID: 1
Sale
*::xxx:..xxx4757
VISA
Entry Method: Chip
Amount: $
158.07
Tip:
Total:
1500
13 °7
02/22/19
Inv #: 000000061
20:31:12
Apprvd: Online
Appr Code: B39001
VISA DEBIT
AID: A0000000031010
TVR: 80 80 00 80 00
TSI: 68 00
Customer Copy",27
/content/Receipts/1118-receipt.jpg,"Mendy : Restaurant #00003675
401 Bergan St
Harrison, NJ 07029
(973) 483-8704
#3264
03/18/26
Host: JULIANA
3:4830
*370
4018
Order Type: PUN
Veggie Sandwich
ogag
NO American Cheese
a
NO Mayo
1.89
Small Fries
1279
Plain Potato
ADD Chives
Total Items 3
MD 07 95
Tax
PUW Total
4.99
Balance Due
How was your visit?
Call us at 888-624-8140
Savis azl",32
/content/Receipts/1119-receipt.jpg,"** PURCHASE **
Panda Express #2614
Brooklyn, NY
(718)246-3898
12/22/2017 4:58:01 PM
Order: 196812
-TO GO-
Server: Cheryfia M
1 Plate
CHOW MEIN-1/2
9.10
CHOW
MEIN-1/2
BROCCOLI BEEF
BEIJING BEEF
1 Plate
CHOW MEIN-1/2
9.10
CHOW MEIN-1/2
CKN EGG ROLL
KUNG PAO CKN
1 XTRA ENTREE
GILL TERIYAKI CKN
1.50
1 XTRA ENTREE
GRILL
TERIYAKI CKN
1.50
PEPSI 20 04
1 PEPSI 20 OZ
2.00
2.00
SubTotal
25.20
TAX
2.24
Total
27.44
Visa
27.44
Acct: XXXXXXXX0103
AuthCode:02776A
*************************************
FREE ENTREE ITEM!",38
/content/Receipts/1120-receipt.jpg,"RED & HOT II
349 7 AVE. (CORNER OF 10ST.)
BROOKLYN, NY 11215
TEL:(718)309-2577
TEL:(718)309-8897
Dine In
Date: 10-20-2018 Time: 12:37PM
# 18
Server: WAITER I
TAB#: C2
No. of Guest :
- Vegetable Roll
0.00
Egg Roll
2 L35. Sesame chicken
13.90
1 PRE
1 (L)Veg Spare Ribs .BBS
7.65
W/R
Amount
21.55
TAX(8.875%) :
1.91
TOTAL :
23.46
Thank you very much.",38
/content/Receipts/1121-receipt.jpg,"Heart of Portugal
Restaurant
241 Mineola Blvd
Mineola, NY 11501
516-742-9797
Server: oscar d
09/10/17 3:28 PM
Check #11
Table D2
Traditional Pork & Clams
$20.95
4 Osso Buco Sp
$28.95
House Wines Half Pitcher
$16.00
Subtotal
$65.90
Tax
Total
$5.68
$71.58
Thanks for Dining with Us!
See you soon!!!",28
/content/Receipts/1122-receipt.jpg,"El Meson Mexican Restaurant
794 South Perry
Unit EF
CASTLE ROCK , CO 80104
(720) 733-9705
Server: [GOR
Station: 33
Order #: 18533
Dine In
Table: A1
Guests: 2
SOPA DE TORTILA BOWL
5.50
TACO SALAD
9.50
CHKN
HOUSE MARGARITA JUMBO
12.50
Dr Pepper
2.65
SIDE CHEESE
HOUSE MARGARITA JUMBO
1.55
12.50
SUB TOTAL:
44.20
Tax 1:
3.50
TOTAL:
$47.70",31
/content/Receipts/1123-receipt.jpg,"El Gato Negro
300 Harrison Ave
New Orleans, LA 70124
Phone: (504) 488-0107
1128 Daniel P
Tb1 90/1
Chk 4650
Gst
Aug23' 19 12:07PM
*** Memo Check ***
Dine
In
Seat: 1
1 Fajita Vegetable
7.75
1 Taco Shrimp Fresh Catch 3
12.00
*DON'T MAKE*
Y Water
0.00
Food
19.75
Tax
2.01
Total
21.76",29
/content/Receipts/1124-receipt.jpg,"FIREFLO
Firefly American Bistro
5525 New Albany Road West
New Albany, OH 43054
Server: Harry M
12/28/18 7:54 PM
Check #140
Table 24
Malbec Trivento
$8.00
Blood Orange Marg
$9.00
Cup Italian Wedding Soup
$2.95
Spaghetti Marinara
$17.95
Add One Meatball
Add Two Meatball
Fettuccine Alfredo
$23.95
Add Steak
Small Wedge Salad (Dinner)
$4.95
Creme Brulee
$4.00
Baileys
$7.00
Subtotal
$77.80
Tax
$5.84
Total
$83.64
Come See Us Again!",36
/content/Receipts/1125-receipt.jpg,"Place Your
Card Here
CHATPATA RESTAURANT INC
1683 ROUTE 9
CLIFTON PARK, NY 12065
5182801190
Cashier: Kamal
19-Mar-2019 5:28:12P
6.5 Chicken Korma
$11.95
10.1 Naan (Plain Naan
$1.95
1
13.1 Kheer
$3.95
Subtotal
$17.85
Tax
$1.25
Total
$19.10
Online: https://clover.com/r/KQ23F4T9N8T6T
Order KQ23F4T9N8T6T",20
/content/Receipts/1126-receipt.jpg,"SAGE
FRENCH CAFE
& WINE BAR
0121a Table
CHANDA R
3 #Party 2
SvrCk: 8 1:56p 06/02/15
2 SAUV BLANC JB
VEGGIE SANDWICH
18.00
QUICHE LORAINE
11.00
12.00
Sub Total:
OPEN $DISCOUNT *Discount*:
41.00
11.00
Tax
1.80
Sub Total:
31.80
GRATUITY 18
7.38
06/02 2:44p TOTAL:
39.18
********************
THANK YOU!
PLEASE COME AGAIN!
WINE TASTING 1ST TUESDAY
WE TAKE RESERVATONS
CALL US AT 954-565-2299
WWW.SAGECAFE.NET",34
/content/Receipts/1127-receipt-Edited.jpg,"Exon 10Y
seeranua anilno
910m 10 Os2 to
PIZZA HUT
1 1190758 10.114110.
83340 1
DINE IN
E
Ticket #00100
=
ROMAHO E
Item Count
3 TABRO
#GUEST
TABLE
002.15
1d13038 10 NOV8 : 5
?
ENTERED BY
56
8:30 PM
MAURICE
18/25/2018
#
030835
12.49
01
$FiveLU
T913039 21HT 933N
Hand toss
Cheese
7.69
87:40
Pepperoni
E
$FiveLU
=
02
F
Bone OUT
GarloParm
COUPON (F6)
1d17038 ) MOVE :
10.18 '
23.50
Subtotal
0.94
Service Fee
2.32 H
SALES TAX
26.76
Balance Due",34
/content/Receipts/1127-receipt.jpg,"seeranug enilno ixen 100V
910m 10 052 to
PIZZA HUT
1 117079 10 HAULA.
83:0 N
DINE IN
E
Ticket #00100
=
EDWAHDE
Item Count
3 TA3AO
#GUEST
TABLE
008 to
1813038 10 NOV8 : 5
2
ENTERED BY
56
8:30 PM
MAURICE
10/25/2018
#
030835
12,49
01
$FiveLU
T913039 2IHT 933N
Hand toss
Cheese
Pepperoni
7.69
87:90
=
$FiveLU
13.50
5
02
P
Bone OUT
GarlcParm
03
PiTcher
1d13318
DosEquis
COUPON (F6)
Subtotal
23.50 0.94 8R
Service Fee
2.32 H
SALES TAX
26.76
Balance Due",34
/content/Receipts/1128-receipt.jpg,"KNAVERAS
MEXICAN CUISINE & BAR
KALAVERAS - BELLFLOWER
16530 BELLFLOWER BLVD
BELLFLOWER, CA 90706
5624610599
http://www.kalaveras.com/
ORDER: Bar B11
Cashier: BAR PM
30-Aug-2019 3:24:10P
t
Classic Michelada
$12.00
Classic Michelada
$12.00
Don Julio Anejo
$15.00
Classic Michelada
$12.00
- Balam Madurado
$12.00
$63.00
Subtotal
$5.99
Tax
$68.99
Total
Thank you for your visit!
83V4QQC31PPMT
Order 83V4QQC31 PPMT",28
/content/Receipts/1129-receipt.jpg,"HIRO JAPANESE RESTAURANT
3007 NE 163RD STREET
North Miami Beach, FL 33160
(305) 948-3687
Server: HUGO
Station: 2
Order #: 209744
Dine In
Table: 12
Guests: 2
- (L) Ton Katsu
8.95
1 (L) Makimono
6.95
SUB TOTAL:
15.90
Tax 1:
1.28
22C2222-
TOTAL:
$17.18
>> Ticket #: 20 <<
2/13/2018 1:09:45 PM
THANK YOU!",32
/content/Receipts/1130-receipt.jpg,"BOA
(310)
278-2050
0051a
TABLE 308
#Party 1
BAR L
SvrCk: 13 13:22 12/20/17
Separate checks: 1-of-3
1 CRAB, OSHE LUNCH
15.00
28.00
Sub Total:
43.00
Tax:
4,09
Sub Total:
47.09
12/20 14:29 TOTAL:
47.09
SUGGESTED GRATUITY
18%
8.48
20%
9.42
dard",17
/content/Receipts/1131-receipt.jpg,"CHRIS'S
HAMBURGERS
3950 E SLAUSON MAYWOOD, CA 90270
PHONE 323-588-1607
MC #01
REG CASHIER 11-24-2017 12:13 PM 000072
MISC
B CHZ B SPC
$0.01
no pickles
F FRIES - LRG
$8.80
CRISPY
$3.66
CRISPY
F FRIES - LRG
CRISPY
$3.66
PREM MED DRINK
horchata
$2.15
CHZ BURGER SPEC
no onions
$7.57
EAT-IN
TAXABLE SALES
TAX
$25.85
TL
$2.46
CASH
$28.31
CG
$40.00
$11.69
ORDER
#
0000000052
PLEASE HELP US SERVE YOU BETTER
SERVICE WAS VERY GOOD
GOOD
-
POOR
]
[",37
/content/Receipts/1132-receipt.jpg,"VIA EMILIA 9
1120 15TH ST
MIAMI BEACH, FL 33139
7862167150
ORDER: Table 11
Cashier: V.
27-Apr-2017 6:21:59p
1 Tagliatella al Ragu'
$14.90
Cappellacci Di Zucca
$18.90
Stufato Al Latte Di Ravenna
$22.90
Subtotal
$56.70
Tax
$5.10
Total
$61.80
Order QGVRTH3NM28YC
Show us your review on TripAdvisor or Yelp
and you'll get a free glass of wine!",36
/content/Receipts/1133-receipt.jpg,"MOONSTAR RESTAURANT
383 GELLERT BLVD.,
DALY CITY, CA 94015
650-992-2888
Tab 424
1P
18:08
#2184
QTY
NAME
U/P
PRICE
5
FRI-SUN DINNER $29.88
149.40
29.88 50%OFF BIRTHDAY
-0.50
-14.94
SUBTOTAL:
134.46
Tax (9%):
12.11
TOTAL:
146.57
Tip Guide:
15%: +
20.17=
166.74
18%: +
24.20=
170.77
20%:
+
26.89=
173.46",16
/content/Receipts/1134-receipt.jpg,"KFC
Restaurant #C160014
3880 Hempstead Turnpike
Levittown
(516)735-3508
Ticket #2884
2016-07-08
9:16 PM
C160014 2 117 2884
Cashier: TIANA
Family Fill Up
20.00
Lrg Coleslaw
Lrg Mash/ Gvy
Lrg Mash Only
4 Biscuit
Tax
1.73
DRIVE THRU
$21.73
Tender Credit
$21.73
Change
$0.00
CHARGE DETAIL: SALE",22
/content/Receipts/1135-receipt.jpg,"E. BALDI
375 North Canon Drive
Beverly
Hills, CA 90210
TUE JANUARY 30,2018
CHECK
#278470--1
TABLE #6
v ICED TEA
$4.50
1 ROMBO CARCIOFI FUNGH
$48.00
v SPARKLING WATER LARG
$8.50
1 MANA ME , ORE DOL SATO
$40.00
SNAPPE
$33.00
FOOD
SUB-TOTAL
$134.00
$134.00
TAX
TOTAL
$12.73
$146.73
Time: 14:22
2 CUSTOMEDO",26
/content/Receipts/1136-receipt.jpg,"The Shawarma Factory
14817 S. Western Ave
Apr 10, 2019
Gardena, CA 90249
12:34 PM
Vince
Ticket: #29
Visa 7286
Authorization 173245
Receipt 03WE
VISA DEBIT
AID A0 00 00 00 03 10 10
FOR HERE
Flame Broiled Chicken
$11.99
1/2 Chicken, Hummus , House Salad
Subtotal
$11.99
Sales Tax
$1.14
Total
$13.13",32
/content/Receipts/1137-receipt.jpg,"Maui Teriyaki
27000 Marine Ave #103
Redondo Beach, CA 90278
(310) 973-3500
Server: Annie
Station: 1
Order #: 168479
Customer Name:
Phone Order
Guests:
LEANNE
»› SETTLED «
1 Salmon Plate
Extra Shrimp
11.49
1.45
SUB TOTAL:
Tax 1:
12.94
1.23
TOTAL:
====----
$14.17
Cash
Tendered:
20.00
•==--•-CCE
CHANGE:
-5.83
» Ticket #: 7 «
Created: 10/25/2017
11:14:30 AM
SETTLED: 10/25/2017 11:28:31 AM
THANK
YOU!",31
/content/Receipts/1138-receipt.jpg,"CASA CHAN RESTAURANT
Palm Ave
Hialeah, FL 33010
(305) 640-8828
Find us on instagram
@casa_chan_restaurant Facebook Casa
Chan Restaurant
ORDER: 9
Dine In
Cashier: Diana Z
21-Dec-2014 5:23:42P
#12 Wonton or Egg Drop or
Mixed Dinner
$3.75
-
=01 Egg Roll
Wonton Soup $0.00
#23 Juice Chinese Chop
Sue Honduran Style
$3.00
$8.99
Dinner
Tropical
2 @ $2.50/12 oz
Tamal De Pollo
$5.00
1 @ $3.50/each
$3.50
Subtotal
Tax
$24.24
Total
$1.70
Order DMHGRRF9JPM70
$25.94
Bring back this receipt for 10% off your next
visit!! :)
Online: https://clover.com/r/
DMHGRRF9JPM70",51
/content/Receipts/1139-receipt.jpg,"S PARADISE
Andra Stylo Fanlily Restaurant
Vidyaranyapura, BANGALORE-560097
Contact 9148436557/58
BILL
GST-29ADDES0740B12G
Bi11 No
00027
3111 Date 06.07.2017
Bill Time 22:06
Persons
01
Table No,
P
Wtr
No
SD
cummO
Item Name
Rate
by
Amount
TANDOORI CHICKEN
179
:00
179.00
MUTTON RAGON JOSH
209
1.00
209.00
FISH BIRIYANI
229
1.00
229.00
617.00
====
Total
617.00
-01
Grand Total Rs.
617.00
-WO",20
/content/Receipts/1140-receipt.jpg,"SHAKE SHACK
1450 S. Dixie Highway
Host: Nelson
12
03/03/2015
8:06 PX
301.43
ShackBurger
5.19
Smoke Shack
6.69
cheese fries
3.95
REG Soda (2 @2.75)
5.50
(2)REG Rootbeer
REG Iced Tea
2.25
Subtotal
23.58
Tax
1.89
To
Stay
Total
25.47
Visa #XXXXXXXXXXXX9197
25.47
Auth:130960
We Tweet.
You Tweet.
We All Tweet.
@ShakeShack
Check Closed",21
/content/Receipts/1141-receipt.jpg,"MAN YAUATCHA
Yauatcha
110578007 Kakin
CHK 1867
TBL 84/1
GST 3
84
Restaurant
1 Tender Branch Hibiscus
8.00
Seafood Puff
10.80
Sesame Prawn Toast
11.80
Beancurd Prawn Cheung Fun 10.80
1 XO Scallop Dumpling
8.80
- Poached Beijing Dumpling
5.80
Spinach Dumpling
6.80
Tea Smoked Pork Ribs
22.00
Subtotal
$84.80
Tax
$3.82
Total
Due
$88.62
International Market Place
2330 Kalakaua Ave Ste 326
Honolulu, Hawaii 96815
Reservations@YauatchaWaikiki.com
Phone: 808-739-9318
**GRATUITY NOT INCLUDED**",37
/content/Receipts/1142-receipt.jpg,"Blue Bear Tavern
216 S 11th Street
(215)922-3427
www.bluebeartavern.com
Check #: 00225
Date: 01/13/2012
10:16 PM
Check # 00225
Station: Pos3
Server: Andrew
Guests:
Crimini
3.00
Salami
3.00
Olives
3.00
Lg Clams\mussels
4 Reg Ketel One
14.00
House Cab
52.00
6.00
Sub Total
81.00
Philly Liquor Tax 0.60
Philly Pa Sales Tax
TOTAL
1.84
83.44",26
/content/Receipts/1143-receipt.jpg,"Arthurs
237 Washington
Hoboken, NJ
07030
(201) 656-5009
1058 Alexandr
Chk 1844
TAB/62
Gst
Oct01'17 01:44PM
Bar
1 Arthur's Burger *ChsBleu
13.95
1 ""Our"" Burger **Avocado
15.95
Loaded Nachos
12.95
Pint Boston Lager
6.00
2 Pint Yeungling
12.00
1 Kona Longboard
6,00
1 Quesadilla
13.95
food
56.80
liquor
24.00
Tax
02:28PM Total Due
3.98
84.78
20% added to parties 8 or more
Thank You for Dining with Us!
Private Rooms
Available for
Your Next
Party!",37
/content/Receipts/1144-receipt.jpg,"CHLOE81
81 Ludlow St
New York, NY 10002
Tel 212 677-0067
Check Name: WANG, HYUN
Server: Bar
Date: 08/03/18
Table:
Guests: 1
-[Seat 1]-
2 HOUSE VODKA
$24.00
1 HOUSE TEQUILA
$12.00
Subtotal:
$36.00
Tax::
$3.19
Sub w/Tax:
$39.19
Gratuity:
$7.20
Amt Due:
$46.40
Visa EMV
$46.40
Thank You
chloe81.com",23
/content/Receipts/1145-receipt.jpg,"MIGUELS MEXICAN
3035 W. KENNEDY BLVD
TAMPA
FL.
(813) 876 - 2587
127 MISSY
Tb1 82/1
Chk 55
Dec26'12 04:41PM
Gst 3
3 WATER
0.00
CRAB SUIZA
13.25
SHRIMP VERACRUZ
14.95
ENCHILADA
4.95
FAJITA BF
13.95
**TAKE OUT**
0.25
4 HH MIGUELS MARGARIT @ 3.38 13.52
Subtotal
60.87
Tax
4.27
05:19PM Total
65.14
PLEASE PAY VOUR SERVER",28
/content/Receipts/1146-receipt.jpg,"Rihanna's Caribbean Restaurant
12709 BEECHNUT ST STE100
HOUSTON, TX 77072
8328902382
ORDER: 12
Cashier: LeeLee
12-Aug-2018 3:01:40P
Curry Chicken
Beef Pattie
$10.00
$2.25
Subtotal
$12.25
Tax
$1.01
Total
$13.26",13
